Username;Location;Nb_comments;Nb_likes;Note;Date_publication;Title;Date_experience
annod220;philadelphie, pennsylvanie;116;82;50;february 23 2018;america the beautiful;february 2018
nancy s;tallahassee, florida, united states;168;77;50;february 23 2018;god s creation is magnificent;february 2018
wynhaven59;new york, etat de new york;4;2;50;february 23 2018;south rim;february 2018
cwillini;new lenox, illinois;487;152;50;february 23 2018;great place to visit;january 2018
620kathleenl;poland, ohio;20;8;50;february 23 2018;magnificent;february 2018
cheltenhampaul;cheltenhampaul;111;82;50;february 22 2018;wonderful;january 2018
dw914;mchenry, illinois;40;11;50;february 22 2018;a true wonder of the world;february 2018
wendybv2256ab;rogers, minnesota;341;63;50;february 22 2018;bucket list must;february 2018
chitdi;chicago;265;114;50;february 22 2018;excellence with options;february 2018
isa francis;montreal, canada;954;455;30;february 21 2018;inclement weather prevents enjoyment;february 2018
mary c;northville, michigan;54;32;50;february 20 2018;everyone should see this;february 2018
travelpanda99;los angeles, californie;157;31;50;february 20 2018;amazing views;february 2018
trvldog;surprise, arizona;288;175;50;february 20 2018;amazing;february 2018
darleen2;nouvelle orleans, louisiane;7;2;50;february 19 2018;beautiful;february 2018
cisco289;darlington, caroline du sud;802;298;50;february 19 2018;got to see it;february 2018
kdawg282;doylestown, pennsylvanie;609;320;50;february 18 2018;breathtaking;february 2018
jswflights;houston, texas;454;73;50;february 18 2018;awe inspiring;february 2018
evargsum;dodworth, royaume uni;159;101;50;february 17 2018;south rim visit;february 2018
vernongal2012;vernon, canada;55;51;50;february 17 2018;one of the world wonders;february 2018
rapuncela;cauquenes, chili;43;14;50;february 17 2018;breathtaking... amazing;february 2018
john g;newtown, pennsylvanie;72;25;50;february 17 2018;quite humbling;february 2018
catherine b;marshall, united states;37;7;50;february 17 2018;south rim;february 2018
laurenea91;chadds ford, pennsylvanie;261;59;50;february 16 2018;spectacular views;february 2018
kaimukigirl24;columbia, maryland;100;101;50;february 16 2018;snowfall added mystery and beauty to a wonderful place.;february 2018
melmanprohero;singapour, singapour;158;113;50;february 15 2018;grandest of all;february 2018
paul4ejjr;madison, wisconsin;320;152;50;february 14 2018;one of the world s most amazing sights;january 2018
elib_travels;israel;222;172;40;february 13 2018;great to see of fseason;january 2018
hazman54;huntington beach, californie;22;16;50;february 12 2018;gotta see it at least once;february 2018
renee r;nashville, tennessee;24;12;50;february 10 2018;amazing;february 2018
tate n;shepherd, united states;12;4;50;february 9 2018;worth it;february 2018
riag190;calgary, canada;13;10;50;february 8 2018;grand canyon;january 2018
nancy1461;hagersville, canada;34;17;50;february 7 2018;so beautiful;january 2018
jrt4justice;sunnyvale, californie;34;23;50;february 6 2018;speechless ...words cannot describe the experience;february 2018
megbou;rishikesh, inde;134;72;50;february 6 2018;way better than i imagined;january 2018
nialm;londres, royaume uni;99;115;50;february 6 2018;one of the most beautiful places on earth;february 2018
tn_dsc;tennessee;221;49;50;february 5 2018;nice park, great view;february 2018
cccantwell400;ottawa, canada;48;15;50;february 5 2018;sensational;february 2018
deepdeba;phoenix, arizona;30;10;50;february 5 2018;grand canyon national park;february 2018
17kag;edmonton, canada;1169;336;50;february 5 2018;this canyon is grand;january 2018
judysigns;the villages, floride;36;10;50;february 5 2018;breathtaking;january 2018
tami d;penticton, canada;10;6;50;february 5 2018;sunrise with a view;february 2018
torries180;winter garden, floride;38;22;50;february 4 2018;grand canyon;february 2018
geraldh463;fox island;355;98;50;february 4 2018;easy drive from i40;february 2018
daggertravel;paradise valley, arizona;300;89;50;february 3 2018;of course, the grand canyon is one of the greatest natural wonders of the world;february 2018
nancy m;alberta, canada;150;130;50;february 3 2018;many advantages to visiting in january;january 2018
ewright2013;san diego, californie;155;100;50;february 2 2018;spectacular;february 2018
ken c;indianola, iowa;84;18;50;february 2 2018;beautiful views;february 2018
70meganf;columbus, ohio;71;14;50;february 1 2018;tough hike but worth it â€” skelton point;february 2018
jarvisbrewster;virginie;31;16;50;january 30 2018;pictures simply do not do it justice;january 2018
maite c;buenos aires, argentine;92;54;50;january 30 2018;mesmerizing;january 2018
vikjassam;poole, royaume uni;51;25;50;january 29 2018;excellent;january 2018
700dough;fremont, nebraska;82;18;50;january 28 2018;fantastic;january 2018
rhondal489;imperial, missouri;23;11;50;january 27 2018;bucket list;january 2018
lindasun;massachusett;104;53;50;january 25 2018;pictures don t do it any justice at all;january 2018
michael c;austell, georgie;13;4;40;january 24 2018;frist time to grand canyon;january 2018
barbs1083;stratford, canada;3;2;50;january 24 2018;amazing;january 2018
april s;newfoundland;6;25;50;january 24 2018;wow;january 2018
russell h;melbourne, australie;89;24;50;january 23 2018;has to be on the bucket list;january 2018
jessicakh6818ul;rice lake, wisconsin;20;10;50;january 22 2018;wow;january 2018
bound4glory;fayetteville, arkansas;28;20;50;january 22 2018;brought tears to my eyes;january 2018
steve h;crosslake, minnesota;65;28;50;january 22 2018;amazing view;january 2018
jb21122013;easton, pennsylvanie;33;45;50;january 22 2018;breath taking;january 2018
swfamilytraveler;scottsdale, arizona;28;23;50;january 22 2018;loved visiting the south rim in january;january 2018
peter b;stockholm, suede;165;48;50;january 21 2018;astonishing sight, breathtaking views.;january 2018
pbm2010;newcastle, australie;144;79;50;january 21 2018;always amazing;january 2018
karen m;phoenix, arizona;446;187;50;january 20 2018;so beautiful;january 2018
r1200rtbiker;punta gorda, floride;4;4;50;january 20 2018;grand canyon, az;january 2018
sharon c;bonner springs, kansas;126;50;50;january 20 2018;no words;january 2018
380passingthru;peyton, colorado;38;10;50;january 19 2018;simply awesome;january 2018
marya720;carlock, illinois;97;33;50;january 18 2018;absolutely amazing;january 2018
sargslp;lancaster, pennsylvanie;13;7;50;january 18 2018;girls trip to canyon via train;january 2018
fossil1;milford, new jersey;215;90;50;january 18 2018;as always spectacular;january 2018
charylec;mesa, arizona;107;51;50;january 16 2018;a beautiful winter day;january 2018
becca_6737;woodland park, colorado;221;74;50;january 15 2018;breathtaking;january 2018
jerry o;amsterdam, pays bas;272;135;50;january 15 2018;marvelous views;january 2018
469kristiea;woodstock, georgie;132;94;50;january 12 2018;from hermit s rest to desert view, see it all on the south rim;january 2018
camoia;grasonville, maryland;5;6;50;january 11 2018;spectacular colors;january 2018
ana c;evansville, indiana;68;28;30;january 10 2018;beautiful;january 2018
l8552tpemilyl;michigan;9;6;50;january 10 2018;must visit;january 2018
fisherman5091;brisbane, australie;60;14;50;january 10 2018;revisited;january 2018
marciebca;palo alto, californie;87;29;50;january 9 2018;still amazing views;january 2018
jodie k;seattle, etat de washington;74;31;50;january 8 2018;pictures are beautiful, but nothing will prepare you for this.;january 2018
psublueox;c ville;125;25;50;january 7 2018;breath taking all i can say;january 2018
susieb383;caledon, canada;58;12;40;january 6 2018;nice trails;january 2018
aliciak138;whitehall, pennsylvanie;131;29;50;january 6 2018;pictures don t do it justice;january 2018
jbk2003;tampa, floride;36;38;40;january 5 2018;amazing views;january 2018
karl v;orlando, floride;5;15;40;january 5 2018;grand canyon, beautiful;
judyhl2797oa;lebanon, pennsylvanie;2;0;40;january 4 2018;quick trip;january 2018
alisa0821;phoenix, arizona;82;45;50;january 4 2018;fantastic;january 2018
debbie6c;bristow, oklahoma, united states;144;38;50;january 3 2018;spectacular;january 2018
kim h;brooklyn, iowa;21;4;50;january 2 2018;go early;january 2018
mauiwolf;las vegas, nevada;1033;529;50;january 1 2018;awesome;january 2018
alessandropm8714rq;rome, italie;9;20;50;june 12 2020;magnifico;june 2020
antonella b;province of monza and brianza, italie;446;731;50;march 2 2020;grande;august 2019
ciccioc349;cavriago, italie;24;36;50;february 12 2020;mozzafiato;july 2019
luigicx;fossano, italie;7;9;20;january 21 2020;non andate in inverno.;january 2020
marin_mrc;san giuliano milanese, italie;113;106;50;november 17 2019;visita obbligatoria;november 2019
sindy07;fabriano, italie;624;236;50;november 16 2019;non ci so puÃ² credere;november 2019
vacation533746;forli, italie;63;76;40;november 11 2019;...e due;september 2019
maeander210;chioggia, italie;217;82;50;november 9 2019;inimmaginabile;november 2019
giusri;vejano, italie;264;156;50;november 3 2019;emozioni forti, panorama mozzafiato da far scendere qualche lacrima...;september 2019
andrewwww84;rome, italie;46;58;50;october 25 2019;tour in elicottero;september 2019
865emanuell;milan, italie;310;2165;50;october 24 2019;panorama mozzafiato;october 2019
daniele1899;pistoia, italie;306;348;40;october 18 2019;la potenza della natura;august 2019
livio f;ceva, italie;200;129;50;october 15 2019;non ci sono parole;september 2019
giuls181989;rome, italie;144;90;50;october 12 2019;meraviglia di madre natura;november 2018
mary2987;verone, italie;169;151;50;october 11 2019;spettacolo a cielo aperto;august 2019
semprescomodo86;maranello, italie;244;168;50;october 1 2019;uno spettacolo assoluto;august 2019
dredd82;domodossola, italie;119;66;50;september 24 2019;wow;september 2019
maurizio b;italie;125;132;50;september 23 2019;emozione indescrivibile;september 2019
francesca a;ivrea, italie;257;117;50;september 21 2019;grand canyon non delude mai;september 2019
top_of_the_pops88;vigevano, italie;467;145;50;september 18 2019;a bocca aperta;august 2019
filippo t;rome, italie;253;110;50;september 18 2019;magnifico;august 2019
difotoediviaggi;cremona, italie;1297;307;50;september 8 2019;spettacolo indescrivibile;august 2019
odyssey39743121175;alessandria, italie;387;231;50;september 8 2019;meraviglia del mondo;august 2019
hallo734;ciampino, italie;1265;515;50;september 6 2019;non sembra reale;august 2019
silvia t;empoli;260;104;40;september 4 2019;bellissimo;august 2019
fefra73;milan, italie;64;98;50;september 3 2019;senza fiato;august 2019
arislupi;la spezia, italie;275;177;50;september 1 2019;grand canyon;september 2019
mickyaround;milan, italie;17;41;50;august 28 2019;scenografia;august 2019
lucarinaldini_travel;forli, italie;79;55;50;august 28 2019;uno spettacolo del genere si recensisce da solo;september 2018
alfioviaggiatore;lissone, italie;42;56;50;august 23 2019;meraviglia;august 2019
alessio3333;pavia, italie;236;159;50;august 20 2019;immensita...;august 2019
aletin;turi, italie;153;122;50;august 19 2019;immenso;july 2019
agostino_agostino;province of caserta, italie;207;307;50;august 18 2019;spettacolare;august 2019
alessandrosz8240iv;pise, italie;97;82;50;august 15 2019;senza parole;august 2019
51sarai;ascoli piceno, italie;98;82;50;august 12 2019;giorno tre, grand canyon (il momento piÃ¹ atteso).;august 2019
capitano de la penne;san benigno canavese, italie;330;157;50;august 10 2019;tour west coast statunitense;august 2019
sararoma76;sienne, italie;19;19;50;august 7 2019;un luogo incredibile;april 2019
maumony;luino, italie;50;79;50;august 4 2019;senza parole;august 2019
25sara;anguillara veneta, italie;163;133;50;july 29 2019;da pelle d oca;april 2019
fabrizio_e_famiglia;faenza, italie;528;204;40;july 10 2019;immenso;june 2019
danielezilio;polesella, italie;29;46;50;july 8 2019;da togliere il fiato;september 2018
paola a;cupramontana, italie;39;76;50;june 22 2019;la forza della natura;june 2019
andrea_g1979;parme, italie;123;75;50;june 19 2019;sua maesta;june 2019
de_ise01;province of monza and brianza, italie;84;258;50;june 5 2019;4 stagioni in un giorno solo;june 2019
samantajacopo;rome, italie;125;227;50;june 3 2019;ti lascia senza fiato;september 2018
ligiovano;niscemi, italie;321;174;50;june 2 2019;l immensita;may 2019
glolom;kelowna, canada;252;104;50;may 5 2019;la vastita del canyon...;april 2019
19andrea86;sant antioco, italie;261;86;40;april 3 2019;fantastico;april 2019
nazario l;udine, italie;4;5;50;february 20 2019;grand canyon;september 2018
giorgiobtravel;busto arsizio, italie;51;39;50;february 19 2019;fantastico ;january 2019
serialtraveller87;cagliari, italie;10;5;50;february 13 2019;grand canyon;april 2018
ferraridaniele;casorezzo, italie;513;225;50;february 1 2019;in elicottero;january 2019
willykimcool;bologne, italie;32;16;50;february 1 2019;da vedere almeno una volta nella vita.;september 2018
rigoni10;cattolica, italie;154;110;50;january 28 2019;suggestivo e dir poco;january 2019
soniatheainox;milan, italie;435;617;40;january 24 2019;bhe ... e maestoso;august 2018
stella81_13;radda in chianti, italie;78;15;50;january 20 2019;spettacolo â¤ï¸;january 2019
gianni14l;province of trieste, italie;195;347;50;january 16 2019;le rocce che raccontano la storia;december 2018
martinamrt;grosseto, italie;76;61;50;january 8 2019;la tempesta perfetta;august 2018
828marcor;a;66;71;50;january 6 2019;incredibili emozioni;may 2018
fpp973;scarperia e san piero, italie;187;95;50;january 5 2019;meraviglioso;january 2019
biglifu66;romano di lombardia, italie;119;96;50;december 27 2018;senza parole;june 2018
erdany;rome, italie;148;115;50;december 26 2018;uno spettacolo della natura;october 2018
bobmurgia;cagliari, italie;207;162;50;december 12 2018;gola profonda, che meraviglia;september 2018
gasgas811;ortona, italie;119;165;50;december 10 2018;imperdibile;december 2018
cinsii;pezzan, italie;24;6;50;december 6 2018;immenso;october 2018
andrewa122;cagliari, italie;536;341;50;december 4 2018;maestoso;november 2018
giovdacunzo;rome, italie;592;199;50;november 18 2018;maestoso;august 2018
andrew_mtt;ferrara, italie;31;33;50;november 17 2018;grand canyon;october 2018
the_introoder;paris, france;182;227;40;november 6 2018;grandioso, anche solo per una breve visita;october 2018
denisdenis58;correggio, italie;284;145;50;october 29 2018;magnifico;october 2018
antonio n;milan, italie;908;671;50;october 27 2018;immenso e spettacolare;august 2018
david968;fiumicino, italie;382;319;50;october 13 2018;spettacolare...;august 2018
nicoladorta;caserta, italie;46;28;40;october 11 2018;bello bello, ma...;october 2018
comangel82;brescia, italie;689;133;50;october 8 2018;south rim;august 2018
marco767676;savona, italie;51;17;50;october 3 2018;spettacolo unico;september 2018
pinaf985;naples, italie;66;52;50;september 28 2018;gran bel percorso;august 2018
wolf1_1968;poggibonsi, italie;342;173;50;september 28 2018;niente di simile al mondo;august 2018
matteo c;milan, italie;137;18;50;september 27 2018;semplicemente maestoso;august 2018
tittylla;turin, italie;527;422;50;september 27 2018;grand canyon..maestoso;august 2018
tone7109;busto arsizio, italie;264;55;50;september 27 2018;non ci sono parole;august 2018
giorgiog522;turin, italie;296;156;50;september 21 2018;bellezza naturale;september 2018
p5622fbgiuseppep;cattolica, italie;10;6;40;september 20 2018;troppo isolato;september 2018
lbr79;bergame, italie;196;174;50;september 16 2018;meraviglia;september 2018
72francescac;milan, italie;188;92;50;september 15 2018;fantastico;august 2018
luca6472;vicenza, italie;128;55;50;september 14 2018;indescrivibile;august 2018
roberta74r;rome, italie;23;3;50;september 13 2018;non rimane sopra ...;september 2018
famartidisguise;rome, italie;182;137;50;september 11 2018;ricordo scolpito;september 2018
tonimatta2017;milan, italie;36;80;40;september 10 2018;unico ma affollato;september 2018
riccardon67;milan, italie;280;126;50;september 9 2018;una delle emozioni piÃ¹ belle ;july 2018
feebok;rome, italie;57;27;50;september 7 2018;il dna della terra;august 2018
swalt1969;rimini, italie;335;183;50;september 3 2018;pelle d oca;august 2018
cicciput_89;italie;34;4;50;september 2 2018;l immensita di questo posto e stupefacente;august 2018
manu_paolo;piacenza, italie;80;49;50;september 2 2018;tour del south west;august 2018
robyprisca;cadenazzo, suisse;130;49;50;september 2 2018;stupefacente;september 2018
martagm2790ad;province of sondrio, italie;27;27;50;september 1 2018;assolutamente da vedere per una volta nella vita;august 2018
simonec535;biella, italie;58;99;50;september 1 2018;on the road lovers;may 2018
olly067;bologne, italie;121;41;50;august 31 2018;da vedere( soprattutto al tramonto);august 2018
ametista87;musile di piave, italie;66;15;50;august 29 2018;spettacolare;august 2018
fabiov20;rome, italie;790;339;40;august 28 2018;molto bello ma..;august 2018
nicolan836;lanciano, italie;339;268;50;august 27 2018;imperdibile;august 2018
davide u;zurich, suisse;111;46;50;august 26 2018;wow;july 2018
g_pozzi100;modene, italie;243;235;40;august 25 2018;bello ma ...;august 2018
glauco40;crema, italie;441;169;50;august 24 2018;non ci sono parole;august 2018
lorenzod39;bulgarograsso, italie;224;156;30;august 23 2018;ok;august 2018
an01600;asti, italie;583;166;50;august 23 2018;ti lascia senza parole;march 2018
chimborazo11;milan, italie;1311;591;50;august 22 2018;mozzafiato;august 2018
giulina20;bologne, italie;364;91;50;august 21 2018;sconfinato e maestoso;august 2018
flavioti;fiumicino, italie;239;114;50;august 21 2018;organizzazione top;august 2018
isaretti;cagliari;23;6;50;august 16 2018;spettacolo della natura;august 2018
chiaram486;olgiate olona, italie;26;46;50;august 15 2018;fantastico;august 2018
margela_m;bergame, italie;745;412;50;august 11 2018;immenso;august 2018
federicograna;milan, italie;258;119;50;august 8 2018;fantastico;july 2018
concetta e;viterbo, italie;89;24;50;august 6 2018;grandi cose da vedere;july 2018
genka89;scafati, italie;403;233;40;august 3 2018;entrata;july 2018
gisat_12;pozzolengo, italie;158;85;40;july 30 2018;troppo alte le aspettative;july 2018
magda076;legnano, italie;51;52;50;july 29 2018;spettacolare;july 2018
andreabf7409ok;landriano, italie;555;193;50;july 26 2018;meraviglia della natura;july 2018
alessandro m;garbagnate milanese, italie;10;1;50;july 26 2018;meraviglioso;july 2018
marcog556;genova, liguria, italy;111;82;50;july 25 2018;toglie il fiato;july 2018
polimar1977;orte, italie;604;250;40;july 25 2018;simbolo del west;july 2018
pippicalzelunghe79;reggio d emilie, italie;475;304;50;july 17 2018;top;june 2018
scugnizzo980;roma;11;13;50;july 14 2018;la cappella sistina della natura;july 2018
paris k;paris, france;227;166;50;july 14 2018;semplicemente wow;june 2018
sanciopanza;italie;377;339;50;july 13 2018;maestoso e imponente;july 2018
mygiobatta;ferrara, italie;96;47;50;july 11 2018;uno spettacolo grandioso;june 2018
emiliolissone;lissone;309;118;50;july 10 2018;niente da dire, fantastico;june 2018
giannigianni54;alessandria, italie;230;74;50;july 7 2018;un luogo dello spirito , continua ad affascinare anche alla terza visita.;july 2018
maurop467;gÃªnes, italie;39;14;50;june 25 2018;molto bello e unico;june 2018
francescamx;lido di ostia, italie;565;469;50;june 22 2018;wow;may 2018
valente c;inverigo, italie;655;617;40;june 22 2018;bellissimo panorama;june 2018
gianfranco s;padoue, italie;139;69;50;june 6 2018;si puÃ² ammirare la forza della natura in un panorama fasntastico.;may 2018
680mariaantoniettal;san chirico nuovo, italie;93;172;50;may 27 2018;maestosita;may 2018
drmountain;crema, italie;376;133;50;may 21 2018;fate la tessera annuale dei parchi;may 2018
flaviol72;rome, italie;33;28;40;may 21 2018;bello ma dispersivo ovviamente;april 2018
marian1983;turin, italie;130;78;50;may 18 2018;bellissimo;may 2018
laura d;milan, italie;213;57;50;may 9 2018;magico...;april 2018
leonardolettieri;naples, italie;153;82;50;april 13 2018;l unico motivo per cui vale la pena visitare gli usa;march 2018
davenet65;rome, italie;323;166;50;march 24 2018;fantastico;march 2018
277massimob;bra, italie;189;85;50;february 1 2018;magnifico balcone sul gran canyon;february 2018
gustavo_reis28;campinas, sp;61;72;50;june 14 2020;m a r a v i l h o s o;february 2020
robsonvsouza;sao paulo, sp;1;3;50;april 14 2020;grand canyon south rim   viagem dos sonhos;february 2020
diego r;blumenau, sc;325;99;50;january 24 2020;espetacular;december 2019
benevenutosilvaneto;varginha, mg;294;142;50;january 13 2020;espetacular;december 2019
alexandre_shogum;sao paulo, sp;23;49;50;january 6 2020;maravilhoso;december 2019
tiago223;botucatu, sp;26;47;50;january 3 2020;deslumbrante;december 2019
marco antonio g;porto alegre, rs;126;66;50;december 5 2019;impressionante;september 2019
sundfeld;recife, pe;180;58;50;november 3 2019;mÃ¡gico;november 2019
arocha1960;rio de janeiro, rj;203;130;50;october 14 2019;26 anos depois, cÃ¡ estamos de novo;september 2019
andrean3592or;porto alegre, rs;10;29;50;august 7 2019;grand canyon south rim;june 2019
dedaoliveira;sao paulo, sp;12;31;50;july 28 2019;excepcional;july 2019
paulos677;porto alegre, rs;497;253;50;june 28 2019;vale a pena vir ate o south rim   fantÃ¡stico;may 2019
graziela d;piracicaba, sao paulo, brazil;58;61;50;june 18 2019;lindo, lindo, lindo;july 2018
arqmsv;sao bernardo do campo, sp;25;46;50;june 4 2019;local magnÃ­fico;january 2019
187aleb;florianÃ³polis, sc;34;46;50;april 1 2019;amazing;march 2019
samaragce;campo grande, ms;112;62;50;february 1 2019;pÃ´r do sol mais lindo da vida;september 2018
726gabrielaa;florianÃ³polis, sc;28;8;50;december 31 2018;inesquecÃ­vel;december 2018
acjoana;vila do conde, portugal;40;19;50;december 14 2018;paisagens incrÃ­veis;october 2018
eduardoa781;bauru, sp;212;175;50;december 3 2018;impressionante;december 2018
maritolentino;manaus, am;60;13;50;december 2 2018;recarregando as enegias;november 2018
970rafaelf;porto alegre, rs;64;18;50;november 20 2018;fabuloso;november 2018
mucury;rio de janeiro, rj;88;16;50;october 15 2018;lugar inesquecÃ­vel;september 2018
lucilenecamargo;tatui, sp;32;9;50;october 2 2018;fantÃ¡stico;june 2018
sempred2018;brasilia, df;37;29;50;september 30 2018;descoberta de outro mundo;september 2018
andrecampanholo;sao paulo, sp;90;76;50;september 10 2018;maravilha da natureza;september 2018
bilaf;sao paulo, sp;182;83;50;august 28 2018;frio na barriga;june 2018
sebastiaopontes;rio de janeiro, rj;339;188;40;august 4 2018;se vc tem pouco tempo....;august 2018
marcelo o;curitiba, pr;556;310;50;july 13 2018;mesmo no inverno, e impressionante;february 2018
pitukare;sao paulo, sp;52;20;50;july 10 2018;lugar imperdivel;february 2018
marcus m;sao paulo, sp;117;29;50;july 10 2018;de tirar o fÃ´lego;june 2018
pollyanas130;sao paulo, sp;33;15;50;june 10 2018;maravilhoso;june 2018
miriam teresa m... m;sao jose dos campos, sp;184;87;50;june 9 2018;passeio imperdÃ­vel;june 2018
734paulop;porto, portugal;53;27;50;may 19 2018;experiÃªncia inesquecÃ­vel;april 2018
fs11f;novo hamburgo, rs;1414;443;50;may 19 2018;parque com excelente estrutura;may 2018
vivigomedi;londrina, pr;92;31;50;april 16 2018;vale muito a viagem;april 2018
elianea122;recife, pe;77;57;40;march 7 2018;neve;february 2018
jcrtavares;belo horizonte, mg;101;61;50;march 4 2018;nÃ£o precisa de mais avaliacÃ£o.;february 2018
margarete m;porto alegre, rs;87;50;50;march 4 2018;grand canion;january 2018
cpilau;cruz alta, rs;111;82;50;march 2 2018;simplesmente maravilhoso;february 2018
elianeakemit;sao bernardo do campo, sp;72;72;50;february 26 2018;maravilhoso;february 2018
rodrigoluiz;sao paulo, sp;24;47;50;february 22 2018;espetÃ¡culo;february 2018
silvanar555;sao paulo, sp;308;108;50;february 14 2018;deslumbrante;february 2018
frommiamitotheworld;miami, floride;245;136;50;february 12 2018;lugar incrivel que deve vser visitado;february 2018
henriquelarantes;sao paulo, sp;58;32;50;february 4 2018;visita incrÃ­vel e surpreendente;january 2018
julianamfreitas;fortaleza, ce;163;53;50;january 25 2018;inesquecÃ­vel;january 2018
greisyjohana;arona, espagne;137;108;50;october 21 2020;imprescindible una de las mejores experiencias de mi vida;november 2019
marielaf919;obera, argentine;43;71;50;april 9 2020;impactante;may 2019
joserda;casilda, argentine;214;101;50;march 9 2020;ohhhhh;march 2020
piaangle;buenos aires, argentine;24;68;50;february 16 2020;una postal en vivo;february 2020
maurorod75;brigham city, utah;114;33;50;january 26 2020;maravilla de la naturaleza;september 2019
gaby2408;quito, equateur;166;107;50;january 14 2020;impresionante y majestuoso;december 2019
antonio m;montevideo, uruguay;871;635;50;november 16 2019;sublime, majestuoso, al atardecer y al amanecer;september 2019
caren m;quito, equateur;6;13;50;november 6 2019;espectacular;october 2019
yohannamarin;edgewater, floride;5;8;50;october 20 2019;amazing;december 2018
pezfish;lloret de mar, espagne;472;333;50;october 19 2019;grand canyon;august 2019
sara b;province de barcelone, espagne;24;26;50;october 10 2019;really grand;august 2019
beaopina;santander, espagne;706;313;40;september 30 2019;bonito;august 2019
676mireiaf;palafolls, espagne;127;72;50;september 24 2019;impresionante;september 2019
eorlaf;burgos, espagne;21;21;50;september 17 2019;paisaje indescriptible;july 2019
mariana g;valence, espagne;33;44;50;september 11 2019;es una experiencia incomparable.;august 2019
biodanzaeuskadi;bilbao, espagne;1005;404;50;september 6 2019;maravilloso viaje a la naturaleza;september 2019
xancinha;province d orense, espagne;998;351;50;september 2 2019;imperdibke;september 2019
ivango03;junÃ­n, argentine;258;398;50;august 31 2019;imponente, gigante y bello;august 2019
269jesusf;bilbao, espagne;828;437;50;august 23 2019;cautivador;september 2018
rosana a;tres arroyos, argentine;131;84;50;august 20 2019;inolvidable;august 2019
sergin_fernandez;langreo, espagne;308;175;50;august 12 2019;una maravilla ;august 2019
debodente;province d orense, espagne;72;69;50;august 9 2019;sin palabras;august 2019
tom87leioa;leioa;825;318;50;august 1 2019;ninguna foto le hace justicia;july 2019
242leireb;bilbao, espagne;49;25;40;july 30 2019;sorprndente;july 2019
francisco h;barcelone, espagne;173;95;50;july 29 2019;inmenso;july 2019
yasminne33;valence, espagne;782;620;50;july 22 2019;maravilloso;june 2019
jsksnz;santurtzi, espagne;6;7;10;july 12 2019;no merece la pena;july 2019
alimabel;rosario, argentine;61;48;50;july 4 2019;maravilloso;april 2019
daniel l;benicasim, espagne;3;4;50;june 12 2019;visita obligada si vas a las vegas;may 2019
andrea a;heredia, costa rica;31;43;50;may 23 2019;maravilla geolÃ³gica;may 2019
jotapege1;bahia blanca, argentine;220;69;40;may 20 2019;entrada al gran caÃ±on;april 2019
augusto d;buenos aires, argentine;28;49;50;april 30 2019;grand canyon;april 2019
erikaahj;mexico, mexique;69;13;50;april 16 2019;la inmensidad del gran caÃ±Ã³n en bicicleta y mÃ¡s;march 2019
ricardo m;san antonio, texas;237;81;50;april 16 2019;awesome;march 2019
anita8831;san sebastian de los reyes, espagne;328;104;50;april 8 2019;sin palabras;september 2018
susur0sari0;rosario, argentine;274;159;50;april 2 2019;impresionante;march 2019
rosarosae r;madrid, espagne;102;75;50;march 29 2019;impresionante , hay que hacerlo;august 2018
patricioescudier;san juan, argentine;222;169;50;march 3 2019;majestuoso;march 2019
yordan c;munich, allemagne;88;82;50;march 2 2019;grandioso;march 2019
ppeerruu;buenos aires, argentine;456;323;40;february 26 2019;muy bueno;march 2018
amaestrojuan;tandil, argentine;59;62;50;february 22 2019;imponente;february 2019
stephfs76;santiago, chili;140;79;50;february 20 2019;simplemente maravilloso;february 2019
faionero;ferrol, espagne;310;220;50;february 19 2019;maravilla natural del mundo;february 2019
viajerodechile;santiago;202;106;40;february 8 2019;hay que verlo una vez en la vida;october 2018
fernando l;province de buenos aires, argentine;138;68;50;february 6 2019;sorprendente  lo vistamos y la parte superior estaba nevada ;january 2019
alejandro p;costa rica;54;54;50;february 1 2019;impresionante;january 2019
freeshop15;buenos aires, argentine;83;22;50;january 22 2019;impresionante;may 2018
marcela s;parkland, floride;101;17;50;january 13 2019;impresionante;december 2018
jcarlos41;madrid, espagne;11;4;50;january 13 2019;el conocimiento empieza en el asombro;march 2018
candecicinelli;general pacheco, argentine;21;3;30;january 5 2019;normal;may 2018
gscullyf;queretaro city, mexique;427;344;50;december 15 2018;impresionante;december 2018
ana r;madrid;35;34;50;december 12 2018;espectacular;august 2018
jcsangu81;las palmas, espagne;103;113;50;december 6 2018;mÃ¡gico e inolvidable;august 2018
luza323;madrid, espagne;24;5;50;november 21 2018;un sueÃ±o cumplido;october 2018
tinpfon;asturias, espagne;102;56;50;november 16 2018;zona de entrada;september 2018
anamp85;madrid, espagne;120;70;50;november 12 2018;espectacular;september 2018
linarivera100;salamanque, espagne;98;49;50;november 8 2018;perderse entre miradores;november 2018
ruben r;madrid, espagne;162;42;50;november 6 2018;imprescindible;september 2018
carpab;san juan, porto rico;10;9;50;november 5 2018;las maravillas del seÃ±or;october 2018
martin k;santa fe, argentine;223;127;50;november 5 2018;un obligado;april 2018
valefrejtman;buenos aires, argentine;59;26;50;october 31 2018;descubrir la inmensidad;october 2018
ricardo alberto a;neuquen, argentine;313;186;50;october 31 2018;la maravilla del mundo;october 2018
leonardon898;montevideo, uruguay;31;12;50;october 22 2018;visita al gran caÃ±Ã³n arizona entrada sur;october 2018
